RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
BBH   ,P811BB,P811,6,8,Points - Left Leg Normal,Locked,BBH,BRIGHTON BEACH,B,P811.LRP,811.LRP,,,185
BBH   ,P812BB,P812,6,7,Points - Right Leg Normal (Connected Pair),Normal,BBH,BRIGHTON BEACH,B,P812.NWCR,812.NWCR,,,186
BBH   ,P812BB,P812,6,6,Points - Right Leg Normal (Connected Pair),Reverse,BBH,BRIGHTON BEACH,B,P812.RWCR,812.RWCR,,,187
BBH   ,P812BB,P812,6,5,Points - Right Leg Normal (Connected Pair),Locked,BBH,BRIGHTON BEACH,B,P812.LRP,812.LRP,,,188
BBH   ,S497B0,S497,2,15,Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S497.RGP,497.RGP,,,114
BBH   ,S497B0,S497,8,14,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S497.NGP,497.NGP,,New indication for option 3 & 4,211
BBH   ,S497B0,S497,8,13,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S497.ASP,497.ASP,,New indication for option 3 & 4,212
BBH   ,S497B0,S497,8,12,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S497.AOR,497.AOR,,New indication for option 3 & 4,213
BBH   ,S497B0,S497,8,11,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S497.CPBS,497.CPBS,,New indication for option 3 & 4,214
BBH   ,S497B0,S497,8,10,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S497.RIP,497.RIP,,New indication for option 3 & 4,215
BBH   ,S498B0,S498,2,13,Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S498.RGP,498.RGP,,,116
BBH   ,S498B0,S498,8,9,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S498.NGP,498.NGP,,New indication for option 3 & 4,216
BBH   ,S498B0,S498,8,8,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S498.ASP,498.ASP,,New indication for option 3 & 4,217
BBH   ,S498B0,S498,8,7,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S498.AOR,498.AOR,,New indication for option 3 & 4,218
BBH   ,S498B0,S498,8,6,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S498.CPBS,498.CPBS,,New indication for option 3 & 4,219
BBH   ,S498B0,S498,8,5,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S498.RIP,498.RIP,,New indication for option 3 & 4,220
BBH   ,S901BB,S901,2,9,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S901.NGP,901.NGP,,,120
BBH   ,S901BB,S901,2,8,Controlled Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S901.RGP,901.RGP,,,121
BBH   ,S901BB,S901,2,7,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S901.ASP,901.ASP,,,122
BBH   ,S901BB,S901,2,6,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S901.AOR,901.AOR,,,123
BBH   ,S901BB,S901,2,5,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S901.CPBS,901.CPBS,,,124
BBH   ,S901BB,S901,2,4,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S901.RIP,901.RIP,,,125
BBH   ,S902BB,S902,2,3,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S902.NGP,902.NGP,,,126
BBH   ,S902BB,S902,2,2,Controlled Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S902.RGP,902.RGP,,,127
BBH   ,S902BB,S902,2,1,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S902.ASP,902.ASP,,,128
BBH   ,S902BB,S902,2,0,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S902.AOR,902.AOR,,,129
BBH   ,S902BB,S902,3,15,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S902.CPBS,902.CPBS,,,130
BBH   ,S902BB,S902,3,14,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S902.RIP,902.RIP,,,131
BBH   ,S904BB,S904,3,13,Home Signal,Stop,BBH,BRIGHTON BEACH,B,S904.NGP,904.NGP,,,132
BBH   ,S904BB,S904,3,12,Home Signal,Low Speed,BBH,BRIGHTON BEACH,B,S904.CGR,904.CGR,,,133
BBH   ,S904BB,S904,3,11,Home Signal,Clear,BBH,BRIGHTON BEACH,B,S904.RGP,904.RGP,,,134
BBH   ,S904BB,S904,3,10,Home Signal,Time Release,BBH,BRIGHTON BEACH,B,S904.ASP,904.ASP,,,135
BBH   ,S904BB,S904,3,9,Home Signal,Fleeting,BBH,BRIGHTON BEACH,B,S904.AOR,904.AOR,,,136
BBH   ,S904BB,S904,3,8,Home Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S904.CPBS,904.CPBS,,,137
BBH   ,S904BB,S904,3,7,Home Signal,Route Set,BBH,BRIGHTON BEACH,B,S904.RIP,904.RIP,,,138
BBH   ,S905BB,S905,3,6,Dwarf Signal,Stop,BBH,BRIGHTON BEACH,B,S905.NGP,905.NGP,,,139
BBH   ,S905BB,S905,3,5,Dwarf Signal,Clear,BBH,BRIGHTON BEACH,B,S905.RGP,905.RGP,,,140
BBH   ,S905BB,S905,3,4,Dwarf Signal,Time Release,BBH,BRIGHTON BEACH,B,S905.ASP,905.ASP,,,141
BBH   ,S905BB,S905,3,3,Dwarf Signal,Route Set,BBH,BRIGHTON BEACH,B,S905.RIP,905.RIP,,,142
BBH   ,S907BB,S907,3,2,Dwarf Signal,Stop,BBH,BRIGHTON BEACH,B,S907.NGP,907.NGP,,,143
BBH   ,S907BB,S907,3,1,Dwarf Signal,Clear,BBH,BRIGHTON BEACH,B,S907.RGP,907.RGP,,,144
BBH   ,S907BB,S907,3,0,Dwarf Signal,Time Release,BBH,BRIGHTON BEACH,B,S907.ASP,907.ASP,,,145
BBH   ,S907BB,S907,4,15,Dwarf Signal,Route Set,BBH,BRIGHTON BEACH,B,S907.RIP,907.RIP,,,146
BBH   ,S908BB,S908,4,14,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S908.NGP,908.NGP,,,147
BBH   ,S908BB,S908,4,13,Controlled Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S908.RGP,908.RGP,,,148
BBH   ,S908BB,S908,4,12,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S908.ASP,908.ASP,,,149
BBH   ,S908BB,S908,4,11,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S908.AOR,908.AOR,,,150
BBH   ,S908BB,S908,4,10,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S908.CPBS,908.CPBS,,,151
BBH   ,S908BB,S908,4,9,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S908.RIP,908.RIP,,,152
BBH   ,S909BB,S909,4,8,Home Signal,Stop,BBH,BRIGHTON BEACH,B,S909.NGP,909.NGP,,,153
BBH   ,S909BB,S909,4,7,Home Signal,Low Speed,BBH,BRIGHTON BEACH,B,S909.CGR,909.CGR,,,154
BBH   ,S909BB,S909,4,6,Home Signal,Clear,BBH,BRIGHTON BEACH,B,S909.RGP,909.RGP,,,155
BBH   ,S909BB,S909,4,5,Home Signal,Time Release,BBH,BRIGHTON BEACH,B,S909.ASP,909.ASP,,,156
BBH   ,S909BB,S909,4,4,Home Signal,Fleeting,BBH,BRIGHTON BEACH,B,S909.AOR,909.AOR,,,157
BBH   ,S909BB,S909,4,3,Home Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S909.CPBS,909.CPBS,,,158
BBH   ,S909BB,S909,4,2,Home Signal,Route Set,BBH,BRIGHTON BEACH,B,S909.RIP,909.RIP,,,159
BBH   ,S911BB,S911,4,1,Home Signal,Stop,BBH,BRIGHTON BEACH,B,S911.NGP,911.NGP,,,160
BBH   ,S911BB,S911,4,0,Home Signal,Low Speed,BBH,BRIGHTON BEACH,B,S911.CGR,911.CGR,,,161
BBH   ,S911BB,S911,5,15,Home Signal,Clear,BBH,BRIGHTON BEACH,B,S911.RGP,911.RGP,,,162
BBH   ,S911BB,S911,5,14,Home Signal,Time Release,BBH,BRIGHTON BEACH,B,S911.ASP,911.ASP,,,163
BBH   ,S911BB,S911,5,13,Home Signal,Fleeting,BBH,BRIGHTON BEACH,B,S911.AOR,911.AOR,,,164
BBH   ,S911BB,S911,5,12,Home Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S911.CPBS,911.CPBS,,,165
BBH   ,S911BB,S911,5,11,Home Signal,Route Set,BBH,BRIGHTON BEACH,B,S911.RIP,911.RIP,,,166
BBH   ,S912BB,S912,5,10,Dwarf Signal,Stop,BBH,BRIGHTON BEACH,B,S912.NGP,912.NGP,,,167
BBH   ,S912BB,S912,5,9,Dwarf Signal,Clear,BBH,BRIGHTON BEACH,B,S912.RGP,912.RGP,,,168
BBH   ,S912BB,S912,5,8,Dwarf Signal,Time Release,BBH,BRIGHTON BEACH,B,S912.ASP,912.ASP,,,169
BBH   ,S912BB,S912,5,7,Dwarf Signal,Route Set,BBH,BRIGHTON BEACH,B,S912.RIP,912.RIP,,,170
BBH   ,S915BB,S915,5,6,Controlled Auto Signal,Stop,BBH,BRIGHTON BEACH,B,S915.NGP,915.NGP,,,171
BBH   ,S915BB,S915,5,5,Controlled Auto Signal,Clear,BBH,BRIGHTON BEACH,B,S915.RGP,915.RGP,,,172
BBH   ,S915BB,S915,5,4,Controlled Auto Signal,Time Release,BBH,BRIGHTON BEACH,B,S915.ASP,915.ASP,,,173
BBH   ,S915BB,S915,5,3,Controlled Auto Signal,Fleeting,BBH,BRIGHTON BEACH,B,S915.AOR,915.AOR,,,174
BBH   ,S915BB,S915,5,2,Controlled Auto Signal,Approach Clear,BBH,BRIGHTON BEACH,B,S915.CPBS,915.CPBS,,,175
BBH   ,S915BB,S915,5,1,Controlled Auto Signal,Route Set,BBH,BRIGHTON BEACH,B,S915.RIP,915.RIP,,,176
BBH   ,T305BB,T305,6,4,Approach Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T305.TPK,305.TPK,,,189
BBH   ,T305BB,T305,6,3,Approach Track Circuit,Approaching,BBH,BRIGHTON BEACH,B,T305.ARP,305.ARP,,,190
BBH   ,T477B0,T477,1,9,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T477.TPK,477.TPK,,,104
BBH   ,T494B0,T494,1,4,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T494.TPK,498.TPK,,Simmulation Bit Name same as with T498,109
BBH   ,T497B0,T497,2,14,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T497.TPK,497.TPK,,,115
BBH   ,T498B0,T498,2,12,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T498.TPK,498.TPK,,,117
BBH   ,T499B0,T499,2,11,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T499.TPK,499.TPK,,,118
BBH   ,T500B0,T500,2,10,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T500.TPK,500.TPK,,,119
BBH   ,T510B0,T510,7,0,Track Circuit,,BBH,BRIGHTON BEACH,B,T510.TPK,510.TPK,,,209
BBH   ,T901BB,T901,6,2,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T901.TPK,901.TPK,,,191
BBH   ,T902BB,T902,6,1,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T902.TPK,902.TPK,,,192
BBH   ,T903BB,T903,6,0,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T903.TPK,903.TPK,,,193
BBH   ,T904BB,T904,7,15,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T904.TPK,904.TPK,,,194
BBH   ,T905BB,T905,7,14,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T905.TPK,905.TPK,,,195
BBH   ,T906BB,T906,7,13,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T906.TPK,906.TPK,,,196
BBH   ,T907BB,T907,7,12,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T907.TPK,907.TPK,,,197
BBH   ,T908BB,T908,7,11,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T908.TPK,908.TPK,,,198
BBH   ,T911BB,T911,7,10,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T911.TPK,911.TPK,,,199
BBH   ,T912BB,T912,7,9,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T912.TPK,912.TPK,,,200
BBH   ,T913BB,T913,7,8,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T913.TPK,913.TPK,,,201
BBH   ,T915BB,T915,7,7,Track Circuit,Clear,BBH,BRIGHTON BEACH,B,T915.TPK,915.TPK,,,202
BBH   ,,,1,11,Not Used,,BBH,BRIGHTON BEACH,B,# Not Used,# Not Used,,,102
BBH   ,,,1,10,Not Used,,BBH,BRIGHTON BEACH,B,# Not Used,# Not Used,,,103
BBH   ,,,8,2,Not Used,,BBH,BRIGHTON BEACH,B,# Not Used,# Not Used,,,223
BBH   ,,,8,1,Not Used,,BBH,BRIGHTON BEACH,B,# Not Used,# Not Used,,,224
BBH   ,,,8,0,Not Used,,BBH,BRIGHTON BEACH,B,# Not Used,# Not Used,,,225
BCV   ,E601BV,E601,1,0,Special Object - 500,,,,B,,,,,241
BCV   ,E602BV,E602,2,15,Special Object - 501,,,,B,,,,,242
BCV   ,E603BV,E603,2,14,Special Object - 502,,,,B,,,,,243
BCV   ,E604BV,E604,2,13,Special Object - 600,,,,B,,,,,244
BCV   ,E605BV,E605,2,12,Special Object - 601,,,,B,,,,,245
BCV   ,FBCVBV,FBCV,1,15,Terminal,Bypass RCDA+,,,B,# Terminal,# Terminal,,,226
BCV   ,FBCVBV,FBCV,1,14,Terminal,Sect. RDCA-,,,B,# Terminal,# Terminal,,,227
BCV   ,FBCVBV,FBCV,1,13,Terminal,Bypass RCDB+,,,B,# Terminal,# Terminal,,,228
BCV   ,FBCVBV,FBCV,1,12,Terminal,Sect. RDCB-,,,B,# Terminal,# Terminal,,,229
BCV   ,S233B0,S233,1,9,Auto Signal,Clear,SYR,SOUTH YARRA,B,S233.RGP,233.RGP,,,232
BCV   ,S246B0,S246,1,7,Auto Signal,Clear,SYR,SOUTH YARRA,B,S246.RGP,246.RGP,,,234
BCV   ,S251B0,S251,1,4,Auto Signal,Clear,SYR,SOUTH YARRA,B,S251.RGP,251.RGP,,,237
BCV   ,S258B0,S258,1,2,Auto Signal,Clear,SYR,SOUTH YARRA,B,S258.RGP,258.RGP,,,239
BCV   ,T233B0,T233,1,8,Track Circuit,Clear,SYR,SOUTH YARRA,B,T233.TPK,233.TPK,,,233
BCV   ,T246B0,T246,1,6,Track Circuit,Clear,SYR,SOUTH YARRA,B,T246.TPK,246.TPK,,,235
BCV   ,T247B0,T247,1,5,Track Circuit,Clear,SYR,SOUTH YARRA,B,T247.TPK,247.TPK,,,236
BCV   ,T251B0,T251,1,3,Track Circuit,Clear,SYR,SOUTH YARRA,B,T251.TPK,251.TPK,,,238
BCV   ,T258B0,T258,1,1,Track Circuit,Clear,SYR,SOUTH YARRA,B,T258.TPK,258.TPK,,,240
BCV   ,,,1,11,Not Used,,,,B,# Not Used,# Not Used,,,230
BCV   ,,,1,10,Not Used,,,,B,# Not Used,# Not Used,,,231
BCV   ,,,2,11,Not Used,,,,B,# Not Used,# Not Used,,,246
BCV   ,,,2,10,Not Used,,,,B,# Not Used,# Not Used,,,247
BCV   ,,,2,9,Not Used,,,,B,# Not Used,# Not Used,,,248
BCV   ,,,2,8,Not Used,,,,B,# Not Used,# Not Used,,,249
BCV   ,,,2,7,Not Used,,,,B,# Not Used,# Not Used,,,250
BCV   ,,,2,6,Not Used,,,,B,# Not Used,# Not Used,,,251
BCV   ,,,2,5,Not Used,,,,B,# Not Used,# Not Used,,,252
BCV   ,,,2,4,Not Used,,,,B,# Not Used,# Not Used,,,253
BCV   ,,,2,3,Not Used,,,,B,# Not Used,# Not Used,,,254
BCV   ,,,2,2,Not Used,,,,B,# Not Used,# Not Used,,,255
BCV   ,,,2,1,Not Used,,,,B,# Not Used,# Not Used,,,256
BCV   ,,,2,0,Not Used,,,,B,# Not Used,# Not Used,,,257
BEL   ,E001BL,E001,7,12,Special Object,Dual Control,BEL,BELL,C,E001.JR,001.JR,,,357
BEL   ,E002BL,E002,7,11,Special Object,Dual Control,BEL,BELL,C,E002.JR,002.JR,,,358
BEL   ,E003BL,E003,6,7,Special Object - Area,,BEL,BELL,C,#,#,,,346
BEL   ,E008BL,E008,1,9,Local Control,Local Control Given,BEL,BELL,C,#,#,,New indication for option 3 & 4,264
BEL   ,E008BL,E008,1,8,Local Control,Local Control Cancelled,BEL,BELL,C,#,#,,New indication for option 3 & 4,265
BEL   ,E009BL,E009,8,15,Express/Stopper,Express Mode Dn,BEL,BELL,,#,#,,New indication for option 3 & 4,370
BEL   ,E009BL,E009,8,14,Express/Stopper,Express Mode Dn Reset,BEL,BELL,,#,#,,New indication for option 3 & 4,371
BEL   ,E010BL,E010,8,13,Express/Stopper,Express Mode Up,BEL,BELL,,#,#,,New indication for option 3 & 4,372
BEL   ,E010BL,E010,8,12,Express/Stopper,Express Mode Up Reset,BEL,BELL,,#,#,,New indication for option 3 & 4,373
BEL   ,E011BL,E011,7,10,Special Object,Dual Control,BEL,BELL,C,E011.JR,011.JR,,,359
BEL   ,E021BL,E021,6,5,Special Object - 602,,BEL,BELL,C,#,#,,,348
BEL   ,E022BL,E022,6,4,Special Object - 603,,BEL,BELL,C,#,#,,,349
BEL   ,E023BL,E023,7,9,Special Object - 604,,BEL,BELL,C,#,#,,,360
BEL   ,E101BL,E101,7,4,Special Object - 600,,BEL,BELL,C,#,#,,,365
BEL   ,E102BL,E102,7,3,Special Object - 100,,BEL,BELL,C,#,#,,,366
BEL   ,E103BL,E103,7,2,Special Object - 300,,BEL,BELL,C,#,#,,,367
BEL   ,E104BL,E104,7,1,Special Object - 301,,BEL,BELL,C,#,#,,,368
BEL   ,E105BL,E105,7,0,Special Object - 601,,BEL,BELL,C,#,#,,,369
BEL   ,E321BL,E321,6,8,Faulty Pedestrian Crossing,,BEL,BELL,C,#,#,,,345
BEL   ,E334BL,E334,6,6,Special Object,Faulty Pedestrian Crossing,BEL,BELL,C,#,#,,,347
BEL   ,E336BL,E336,7,6,Special Object - 200,,BEL,BELL,C,#,#,,,363
BEL   ,E341BL,E341,6,11,Special Object - Power,,BEL,BELL,C,#,#,,,342
BEL   ,E342BL,E342,6,10,Special Object - Power,,BEL,BELL,C,#,#,,,343
BEL   ,E359BL,E359,7,5,Special Object - 200,,BEL,BELL,C,#,#,,,364
BEL   ,FBELBL,FBEL,1,15,Terminal,Bypass RCDA+,BEL,BELL,C,# Terminal,# Terminal,,,258
BEL   ,FBELBL,FBEL,1,14,Terminal,Sect. RDCA-,BEL,BELL,C,# Terminal,# Terminal,,,259
BEL   ,FBELBL,FBEL,1,13,Terminal,Bypass RCDB+,BEL,BELL,C,# Terminal,# Terminal,,,260
BEL   ,FBELBL,FBEL,1,12,Terminal,Sect. RDCB-,BEL,BELL,C,# Terminal,# Terminal,,,261
BEL   ,L336BL,L336,4,4,Level Crossing,Up,BEL,BELL,C,L336.FCP,336.FCP,,,317
BEL   ,L336BL,L336,4,3,Level Crossing,Down,BEL,BELL,C,L336.FGNP,336.FGNP,,,318
BEL   ,L336BL,L336,4,2,Level Crossing,Power On,BEL,BELL,C,#L336.BPOK,#336.BPOK,,,319
BEL   ,L336BL,L336,4,1,Level Crossing,Down Too Long,BEL,BELL,C,#L336.DTOP,#336.DTOP,,,320
BEL   ,L358BL,L358,6,0,Level Crossing,Up,BEL,BELL,C,L358.FCP,358.FCP,,,353
BEL   ,L358BL,L358,7,15,Level Crossing,Down,BEL,BELL,C,L358.FGNP,358.FGNP,,,354
BEL   ,L358BL,L358,7,14,Level Crossing,Power On,BEL,BELL,C,#L358.BPOK,#358.BPOK,,,355
BEL   ,L358BL,L358,7,13,Level Crossing,Down Too Long,BEL,BELL,C,#L358.DTOP,#358.DTOP,,,356
BEL   ,P001BL,P001,4,10,Derailer,Normal,BEL,BELL,C,P001.NWCR,001.NWCR,,,311
BEL   ,P001BL,P001,4,9,Derailer,Reverse,BEL,BELL,C,P001.RWCR,001.RWCR,,,312
BEL   ,P001BL,P001,4,8,Derailer,Locked,BEL,BELL,C,P001.LRP,001.LRP,,,313
BEL   ,P002BL,P002,4,7,Points - Left Leg Normal (Connected Pair),Normal,BEL,BELL,C,P002.NWCR,002.NWCR,,,314
BEL   ,P002BL,P002,4,6,Points - Left Leg Normal (Connected Pair),Reverse,BEL,BELL,C,P002.RWCR,002.RWCR,,,315
BEL   ,P002BL,P002,4,5,Points - Left Leg Normal (Connected Pair),Locked,BEL,BELL,C,P002.LRP,002.LRP,,,316
BEL   ,P011BL,P011,6,14,Points - Right Leg Normal (Connected Pair),Normal,BEL,BELL,C,P011.NWCR,011.NWCR,,,339
BEL   ,P011BL,P011,6,13,Points - Right Leg Normal (Connected Pair),Reverse,BEL,BELL,C,P011.RWCR,011.RWCR,,,340
BEL   ,P011BL,P011,6,12,Points - Right Leg Normal (Connected Pair),Locked,BEL,BELL,C,P011.LRP,011.LRP,,,341
BEL   ,S102BL,S102,1,7,Home Signal,Stop,BEL,BELL,C,S102.NGP,102.NGP,,,266
BEL   ,S102BL,S102,1,6,Home Signal,Low Speed,BEL,BELL,C,S102.CGR,102.CGR,,,267
BEL   ,S102BL,S102,1,5,Home Signal,Clear,BEL,BELL,C,S102.RGP,102.RGP,,,268
BEL   ,S102BL,S102,1,4,Home Signal,Time Release,BEL,BELL,C,S102.ASP,102.ASP,,,269
BEL   ,S102BL,S102,1,3,Home Signal,Fleeting,BEL,BELL,C,S102.AOR,102.AOR,,,270
BEL   ,S102BL,S102,1,2,Home Signal,Approach Clear,BEL,BELL,C,S102.CPBS,102.CPBS,,,271
BEL   ,S102BL,S102,1,1,Home Signal,Route Set,BEL,BELL,C,S102.RIP,102.RIP,,,272
BEL   ,S104BL,S104,1,0,Dwarf Signal,Stop,BEL,BELL,C,S104.NGP,104.NGP,,,273
BEL   ,S104BL,S104,2,15,Dwarf Signal,Clear,BEL,BELL,C,S104.RGP,104.RGP,,,274
BEL   ,S104BL,S104,2,14,Dwarf Signal,Time Release,BEL,BELL,C,S104.ASP,104.ASP,,,275
BEL   ,S104BL,S104,2,13,Dwarf Signal,Route Set,BEL,BELL,C,S104.RIP,104.RIP,,,276
BEL   ,S107BL,S107,2,12,Home Signal,Stop,BEL,BELL,C,S107.NGP,107.NGP,,,277
BEL   ,S107BL,S107,2,11,Home Signal,Low Speed,BEL,BELL,C,S107.CGR,107.CGR,,,278
BEL   ,S107BL,S107,2,10,Home Signal,Clear,BEL,BELL,C,S107.RGP,107.RGP,,,279
BEL   ,S107BL,S107,2,9,Home Signal,Time Release,BEL,BELL,C,S107.ASP,107.ASP,,,280
BEL   ,S107BL,S107,2,8,Home Signal,Fleeting,BEL,BELL,C,S107.AOR,107.AOR,,,281
BEL   ,S107BL,S107,2,7,Home Signal,Approach Clear,BEL,BELL,C,S107.CPBS,107.CPBS,,,282
BEL   ,S107BL,S107,2,6,Home Signal,Route Set,BEL,BELL,C,S107.RIP,107.RIP,,,283
BEL   ,S108BL,S108,2,5,Home Signal,Stop,BEL,BELL,C,S108.NGP,108.NGP,,,284
BEL   ,S108BL,S108,2,4,Home Signal,Low Speed,BEL,BELL,C,S108.CGR,108.CGR,,,285
BEL   ,S108BL,S108,2,3,Home Signal,Clear,BEL,BELL,C,S108.RGP,108.RGP,,,286
BEL   ,S108BL,S108,2,2,Home Signal,Time Release,BEL,BELL,C,S108.ASP,108.ASP,,,287
BEL   ,S108BL,S108,2,1,Home Signal,Fleeting,BEL,BELL,C,S108.AOR,108.AOR,,,288
BEL   ,S108BL,S108,2,0,Home Signal,Approach Clear,BEL,BELL,C,S108.CPBS,108.CPBS,,,289
BEL   ,S108BL,S108,3,15,Home Signal,Route Set,BEL,BELL,C,S108.RIP,108.RIP,,,290
BEL   ,S110BL,S110,3,14,Home Signal,Stop,BEL,BELL,C,S110.NGP,110.NGP,,,291
BEL   ,S110BL,S110,3,13,Home Signal,Low Speed,BEL,BELL,C,S110.CGR,110.CGR,,,292
BEL   ,S110BL,S110,3,12,Home Signal,Clear,BEL,BELL,C,S110.RGP,110.RGP,,,293
BEL   ,S110BL,S110,3,11,Home Signal,Time Release,BEL,BELL,C,S110.ASP,110.ASP,,,294
BEL   ,S110BL,S110,3,10,Home Signal,Fleeting,BEL,BELL,C,S110.AOR,110.AOR,,,295
BEL   ,S110BL,S110,3,9,Home Signal,Approach Clear,BEL,BELL,C,S110.CPBS,110.CPBS,,,296
BEL   ,S110BL,S110,3,8,Home Signal,Route Set,BEL,BELL,C,S110.RIP,110.RIP,,,297
BEL   ,S111BL,S111,3,7,Home Signal,Stop,BEL,BELL,C,S111.NGP,111.NGP,,,298
BEL   ,S111BL,S111,3,6,Home Signal,Low Speed,BEL,BELL,C,S111.CGR,111.CGR,,,299
BEL   ,S111BL,S111,3,5,Home Signal,Clear,BEL,BELL,C,S111.RGP,111.RGP,,,300
BEL   ,S111BL,S111,3,4,Home Signal,Time Release,BEL,BELL,C,S111.ASP,111.ASP,,,301
BEL   ,S111BL,S111,3,3,Home Signal,Fleeting,BEL,BELL,C,S111.AOR,111.AOR,,,302
BEL   ,S111BL,S111,3,2,Home Signal,Approach Clear,BEL,BELL,C,S111.CPBS,111.CPBS,,,303
BEL   ,S111BL,S111,3,1,Home Signal,Route Set,BEL,BELL,C,S111.RIP,111.RIP,,,304
BEL   ,S113BL,S113,3,0,Controlled Auto Signal,Stop,BEL,BELL,C,S113.NGP,113.NGP,,,305
BEL   ,S113BL,S113,4,15,Controlled Auto Signal,Clear,BEL,BELL,C,S113.RGP,113.RGP,,,306
BEL   ,S113BL,S113,4,14,Controlled Auto Signal,Time Release,BEL,BELL,C,S113.ASP,113.ASP,,,307
BEL   ,S113BL,S113,4,13,Controlled Auto Signal,Fleeting,BEL,BELL,C,S113.AOR,113.AOR,,,308
BEL   ,S113BL,S113,4,12,Controlled Auto Signal,Approach Clear,BEL,BELL,C,S113.CPBS,113.CPBS,,,309
BEL   ,S113BL,S113,4,11,Controlled Auto Signal,Route Set,BEL,BELL,C,S113.RIP,113.RIP,,,310
BEL   ,S330BL,S330,6,1,Auto Signal,Clear,BEL,BELL,C,S330.RGP,330.RGP,,,352
BEL   ,S351BL,S351,6,3,Auto Signal,Clear,BEL,BELL,C,S351.RGP,351.RGP,,,350
BEL   ,T002BL,T002,4,0,Track Circuit,Clear,BEL,BELL,C,T002.TPK,002.TPK,,,321
BEL   ,T007BL,T007,5,15,Track Circuit,Clear,BEL,BELL,C,T007.TPK,007.TPK,,,322
BEL   ,T008BL,T008,5,14,Track Circuit,Clear,BEL,BELL,C,T008.TPK,008.TPK,,,323
BEL   ,T009BL,T009,5,13,Track Circuit,Clear,BEL,BELL,C,T009.TPK,009.TPK,,,324
BEL   ,T010BL,T010,5,12,Track Circuit,Clear,BEL,BELL,C,T010.TPK,010.TPK,,,325
BEL   ,T011BL,T011,5,11,Track Circuit,Clear,BEL,BELL,C,T011.TPK,011.TPK,,,326
BEL   ,T102BL,T102,5,10,Track Circuit,Clear,BEL,BELL,C,T102.TPK,102.TPK,,,327
BEL   ,T104BL,T104,5,0,Approach Track Circuit,Clear,BEL,BELL,C,T104.TPK,104.TPK,,,337
