RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
SNT,LMADRLX,LMADR,4,D,Level Crossing,Up,,,,,,,,18075
SNT,LMADRLX,LMADR,4,C,Level Crossing,Down,,,,,,,,18076
SNT,LMADRLX,LMADR,4,B,Level Crossing,Power On,,,,,,,,18077
SNT,LMADRLX,LMADR,4,A,Level Crossing,Down Too Long,,,,,,,,18078
SNT,P165W,P165,1,9,Point,Normal,,,,,,,,18031
SNT,P165W,P165,1,8,Point,Reverse,,,,,,,,18032
SNT,P165W,P165,1,7,Point,Locked,,,,,,,,18033
SNT,P169W,P169,1,4,Point,Normal,,,,,,,,18036
SNT,P169W,P169,1,3,Point,Reverse,,,,,,,,18037
SNT,P169W,P169,1,2,Point,Locked,,,,,,,,18038
SNT,P169W,P169,1,1,Not Used,,,,,# Not Used,# Not Used,,,18039
SNT,P173W,P173,2,F,Point,Normal,,,,,,,,18041
SNT,P173W,P173,2,E,Point,Reverse,,,,,,,,18042
SNT,P173W,P173,2,D,Point,Locked,,,,,,,,18043
SNT,P177W,P177,2,A,Point,Normal,,,,,,,,18046
SNT,P177W,P177,2,9,Point,Reverse,,,,,,,,18047
SNT,P177W,P177,2,8,Point,Locked,,,,,,,,18048
SNT,S164G,S164,0,8,Home Signal,Stop,,,,,,,,18016
SNT,S164G,S164,0,7,Home Signal,Low Speed,,,,,,,,18017
SNT,S164G,S164,0,6,Home Signal,Clear,,,,,,,,18018
SNT,S164G,S164,0,5,Home Signal,Time Release,,,,,,,,18019
SNT,S164G,S164,0,4,Home Signal,Fleeting,,,,,,,,18020
SNT,S164G,S164,0,3,Home Signal,Approach Clear,,,,,,,,18021
SNT,S164G,S164,0,2,Home Signal,Route Set,,,,,,,,18022
SNT,S166G,S166,0,1,Home Signal,Stop,,,,,,,,18023
SNT,S166G,S166,0,0,Home Signal,Low Speed,,,,,,,,18024
SNT,S166G,S166,1,F,Home Signal,Clear,,,,,,,,18025
SNT,S166G,S166,1,E,Home Signal,Time Release,,,,,,,,18026
SNT,S166G,S166,1,D,Home Signal,Fleeting,,,,,,,,18027
SNT,S166G,S166,1,C,Home Signal,Approach Clear,,,,,,,,18028
SNT,S166G,S166,1,B,Home Signal,Route Set,,,,,,,,18029
SNT,S196G,S196,3,4,Home Signal,Stop,,,,,,,,18068
SNT,S196G,S196,3,3,Home Signal,Low Speed,,,,,,,,18069
SNT,S196G,S196,3,2,Home Signal,Clear,,,,,,,,18070
SNT,S196G,S196,3,1,Home Signal,Time Release,,,,,,,,18071
SNT,S196G,S196,3,0,Home Signal,Fleeting,,,,,,,,18072
SNT,S196G,S196,4,F,Home Signal,Approach Clear,,,,,,,,18073
SNT,S196G,S196,4,E,Home Signal,Route Set,,,,,,,,18074
SNT,S416G,S416,0,F,Auto Signal,Clear,,,,,,,,18009
SNT,SG415G,SG415,0,E,Controlled Auto Signal,Stop,,,,,,,,18010
SNT,SG415G,SG415,0,D,Controlled Auto Signal,Clear,,,,,,,,18011
SNT,SG415G,SG415,0,C,Controlled Auto Signal,Time Release,,,,,,,,18012
SNT,SG415G,SG415,0,B,Controlled Auto Signal,Fleeting,,,,,,,,18013
SNT,SG415G,SG415,0,A,Controlled Auto Signal,Approach Clear,,,,,,,,18014
SNT,SG415G,SG415,0,9,Controlled Auto Signal,Route Set,,,,,,,,18015
SNT,SG457G,SG457,3,6,Auto Signal,Clear,,,,,,,,18066
SNT,SGG457G,SGG457,3,5,Auto Signal,Clear,,,,,,,,18067
SNT,T165AT,T165A,2,1,Track Circuit,Clear,,,,,,,,18055
SNT,T165T,T165,1,A,Track Circuit,Clear,,,,,,,,18030
SNT,T169AT,T169A,2,0,Track Circuit,Clear,,,,,,,,18056
SNT,T169T,T169,1,5,Track Circuit,Clear,,,,,,,,18035
SNT,T170T,T170,1,0,Track Circuit,Clear,,,,,,,,18040
SNT,T177AT,T177A,3,F,Track Circuit,Clear,,,,,,,,18057
SNT,T177T,T177,2,B,Track Circuit,Clear,,,,,,,,18045
SNT,T181T,T181,2,6,Track Circuit,Clear,,,,,,,,18050
SNT,T194T,T194,2,5,Track Circuit,Clear,,,,,,,,18051
SNT,T196T,T196,2,4,Track Circuit,Clear,,,,,,,,18052
SNT,T198T,T198,2,3,Track Circuit,Clear,,,,,,,,18053
SNT,T200T,T200,2,2,Track Circuit,Clear,,,,,,,,18054
SNT,TA162CT,TA162C,3,E,Track Circuit,Clear,,,,,,,,18058
SNT,TA196T,TA196,3,D,Track Circuit,Clear,,,,,,,,18059
SNT,TA198T,TA198,3,C,Track Circuit,Clear,,,,,,,,18060
SNT,TA200T,TA200,3,B,Track Circuit,Clear,,,,,,,,18061
SNT,TB196T,TB196,3,A,Track Circuit,Clear,,,,,,,,18062
SNT,TB198T,TB198,3,9,Track Circuit,Clear,,,,,,,,18063
SNT,TB200T,TB200,3,8,Track Circuit,Clear,,,,,,,,18064
SNT,,,1,6,Not Used,,,,,# Not Used,# Not Used,,,18034
SNT,,,2,C,Not Used,,,,,# Not Used,# Not Used,,,18044
SNT,,,2,7,Not Used,,,,,# Not Used,# Not Used,,,18049
SNT,,,4,9,Not Used,,,,,# Not Used,# Not Used,,,18079
SNT,,,4,8,Not Used,,,,,# Not Used,# Not Used,,,18080
SNT,,,4,7,Not Used,,,,,# Not Used,# Not Used,,,18081
SNT,,,4,6,Not Used,,,,,# Not Used,# Not Used,,,18082
SNT,,,4,5,Not Used,,,,,# Not Used,# Not Used,,,18083
SNT,,,4,4,Not Used,,,,,# Not Used,# Not Used,,,18084
SNT,,,4,3,Not Used,,,,,# Not Used,# Not Used,,,18085
SNT,,,4,2,Not Used,,,,,# Not Used,# Not Used,,,18086
SNT,,,4,1,Not Used,,,,,# Not Used,# Not Used,,,18087
SNT,,,4,0,Not Used,,,,,# Not Used,# Not Used,,,18088
SPG,EESS-SNPESS,EESS-SNP,7,D,Express/Stopper,Express Mode Up,,,,,,,,18202
SPG,EESS-SNPESS,EESS-SNP,7,C,Express/Stopper,Express Mode Up Reset,,,,,,,,18203
SPG,EESS-SPGESS,EESS-SPG,3,C,Express/Stopper,Express Mode Up,,,,,,,,18139
SPG,EESS-SPGESS,EESS-SPG,3,B,Express/Stopper,Express Mode Up Reset,,,,,,,,18140
SPG,ESPGREL,ESPG,3,A,Local Control,Local Control Given,,,,,,,,18141
SPG,ESPGREL,ESPG,3,9,Local Control,Local Control Cancelled,,,,,,,,18142
SPG,LSprRLX,LSprR,3,8,Level Crossing,Up,,,,,,,,18143
SPG,LSprRLX,LSprR,3,7,Level Crossing,Down,,,,,,,,18144
SPG,LSprRLX,LSprR,3,6,Level Crossing,Power On,,,,,,,,18145
SPG,LSprRLX,LSprR,3,5,Level Crossing,Down Too Long,,,,,,,,18146
SPG,P47W,P47,0,9,Points - Left Leg Normal (Connected Pair),Normal,,,,,,,,18095
SPG,P47W,P47,0,8,Points - Left Leg Normal (Connected Pair),Reverse,,,,,,,,18096
SPG,P47W,P47,0,7,Points - Left Leg Normal (Connected Pair),Locked,,,,,,,,18097
SPG,P55W,P55,4,C,Points - Right Leg Normal (Connected Pair),Normal,,,,,,,,18155
SPG,P55W,P55,4,B,Points - Right Leg Normal (Connected Pair),Reverse,,,,,,,,18156
SPG,P55W,P55,4,A,Points - Right Leg Normal (Connected Pair),Locked,,,,,,,,18157
SPG,P57W,P57,4,3,Points - Right Leg Normal,Normal,,,,,,,,18164
SPG,P57W,P57,4,2,Points - Right Leg Normal,Reverse,,,,,,,,18165
SPG,P57W,P57,4,1,Points - Right Leg Normal,Locked,,,,,,,,18166
SPG,P59W,P59,5,B,Points - Left Leg Normal (Connected Pair),Normal,,,,,,,,18172
SPG,P59W,P59,5,A,Points - Left Leg Normal (Connected Pair),Reverse,,,,,,,,18173
SPG,P59W,P59,5,9,Points - Left Leg Normal (Connected Pair),Locked,,,,,,,,18174
SPG,P73W,P73,1,B,Point,Normal,,,,,,,,18108
SPG,P73W,P73,1,A,Point,Reverse,,,,,,,,18109
SPG,P73W,P73,1,9,Point,Locked,,,,,,,,18110
SPG,S38G,S38,1,1,Home Signal,Stop,,,,,,,,18118
SPG,S38G,S38,1,0,Home Signal,Low Speed,,,,,,,,18119
SPG,S38G,S38,2,F,Home Signal,Clear,,,,,,,,18120
SPG,S38G,S38,2,E,Home Signal,Time Release,,,,,,,,18121
SPG,S38G,S38,2,D,Home Signal,Fleeting,,,,,,,,18122
SPG,S38G,S38,2,C,Home Signal,Approach Clear,,,,,,,,18123
SPG,S38G,S38,2,B,Home Signal,Route Set,,,,,,,,18124
SPG,S46G,S46,0,4,Home Signal,Stop,,,,,,,,18099
SPG,S46G,S46,0,3,Home Signal,Low Speed,,,,,,,,18100
SPG,S46G,S46,0,2,Home Signal,Clear,,,,,,,,18101
SPG,S46G,S46,0,1,Home Signal,Time Release,,,,,,,,18102
SPG,S46G,S46,0,0,Home Signal,Fleeting,,,,,,,,18103
SPG,S46G,S46,1,F,Home Signal,Approach Clear,,,,,,,,18104
SPG,S46G,S46,1,E,Home Signal,Route Set,,,,,,,,18105
SPG,S48G,S48,2,8,Dwarf Signal,Stop,,,,,,,,18127
SPG,S48G,S48,2,7,Dwarf Signal,Clear,,,,,,,,18128
SPG,S48G,S48,2,6,Dwarf Signal,Time Release,,,,,,,,18129
SPG,S48G,S48,2,5,Dwarf Signal,Route Set,,,,,,,,18130
SPG,S50G,S50,2,4,Dwarf Signal,Stop,,,,,,,,18131
SPG,S50G,S50,2,3,Dwarf Signal,Clear,,,,,,,,18132
SPG,S50G,S50,2,2,Dwarf Signal,Time Release,,,,,,,,18133
SPG,S50G,S50,2,1,Dwarf Signal,Route Set,,,,,,,,18134
SPG,S54G,S54,3,4,Home Signal,Stop,,,,,,,,18147
SPG,S54G,S54,3,3,Home Signal,Low Speed,,,,,,,,18148
SPG,S54G,S54,3,2,Home Signal,Clear,,,,,,,,18149
SPG,S54G,S54,3,1,Home Signal,Time Release,,,,,,,,18150
SPG,S54G,S54,3,0,Home Signal,Fleeting,,,,,,,,18151
SPG,S54G,S54,4,F,Home Signal,Approach Clear,,,,,,,,18152
SPG,S54G,S54,4,E,Home Signal,Route Set,,,,,,,,18153
SPG,S56G,S56,4,8,Dwarf Signal,Stop,,,,,,,,18159
SPG,S56G,S56,4,7,Dwarf Signal,Clear,,,,,,,,18160
SPG,S56G,S56,4,6,Dwarf Signal,Time Release,,,,,,,,18161
SPG,S56G,S56,4,5,Dwarf Signal,Route Set,,,,,,,,18162
SPG,S58G,S58,5,F,Dwarf Signal,Stop,,,,,,,,18168
SPG,S58G,S58,5,E,Dwarf Signal,Clear,,,,,,,,18169
SPG,S58G,S58,5,D,Dwarf Signal,Time Release,,,,,,,,18170
SPG,S58G,S58,5,C,Dwarf Signal,Route Set,,,,,,,,18171
SPG,S60G,S60,5,4,Home Signal,Stop,,,,,,,,18179
SPG,S60G,S60,5,3,Home Signal,Low Speed,,,,,,,,18180
SPG,S60G,S60,5,2,Home Signal,Clear,,,,,,,,18181
SPG,S60G,S60,5,1,Home Signal,Time Release,,,,,,,,18182
SPG,S60G,S60,5,0,Home Signal,Fleeting,,,,,,,,18183
SPG,S60G,S60,6,F,Home Signal,Approach Clear,,,,,,,,18184
SPG,S60G,S60,6,E,Home Signal,Route Set,,,,,,,,18185
SPG,S74G,S74,1,7,Dwarf Signal,Stop,,,,,,,,18112
SPG,S74G,S74,1,6,Dwarf Signal,Clear,,,,,,,,18113
SPG,S74G,S74,1,5,Dwarf Signal,Time Release,,,,,,,,18114
SPG,S74G,S74,1,4,Dwarf Signal,Route Set,,,,,,,,18115
SPG,SD725G,SD725,0,F,Controlled Auto Signal,Stop,,,,,,,,18089
SPG,SD725G,SD725,0,E,Controlled Auto Signal,Clear,,,,,,,,18090
SPG,SD725G,SD725,0,D,Controlled Auto Signal,Time Release,,,,,,,,18091
SPG,SD725G,SD725,0,C,Controlled Auto Signal,Fleeting,,,,,,,,18092
SPG,SD725G,SD725,0,B,Controlled Auto Signal,Approach Clear,,,,,,,,18093
SPG,SD725G,SD725,0,A,Controlled Auto Signal,Route Set,,,,,,,,18094
SPG,SD771G,SD771,6,B,Home Signal,Stop,,,,,,,,18188
SPG,SD771G,SD771,6,a,Home Signal,Low Speed,,,,,,,,18189
SPG,SD771G,SD771,6,9,Home Signal,Clear,,,,,,,,18190
SPG,SD771G,SD771,6,8,Home Signal,Time Release,,,,,,,,18191
SPG,SD771G,SD771,6,7,Home Signal,Fleeting,,,,,,,,18192
SPG,SD771G,SD771,6,6,Home Signal,Approach Clear,,,,,,,,18193
SPG,SD771G,SD771,6,5,Home Signal,Route Set,,,,,,,,18194
SPG,SD780G,SD780,6,3,Controlled Auto Signal,Stop,,,,,,,,18196
SPG,SD780G,SD780,6,2,Controlled Auto Signal,Clear,,,,,,,,18197
SPG,SD780G,SD780,6,1,Controlled Auto Signal,Time Release,,,,,,,,18198
SPG,SD780G,SD780,6,0,Controlled Auto Signal,Fleeting,,,,,,,,18199
SPG,SD780G,SD780,7,F,Controlled Auto Signal,Approach Clear,,,,,,,,18200
SPG,SD780G,SD780,7,E,Controlled Auto Signal,Route Set,,,,,,,,18201
SPG,SD793G,SD793,7,8,Auto Signal,Clear,,,,,,,,18207
SPG,SD794G,SD794,7,6,Home Signal,Stop,,,,,,,,18209
SPG,SD794G,SD794,7,5,Home Signal,Low Speed,,,,,,,,18210
SPG,SD794G,SD794,7,4,Home Signal,Clear,,,,,,,,18211
SPG,SD794G,SD794,7,3,Home Signal,Time Release,,,,,,,,18212
SPG,SD794G,SD794,7,2,Home Signal,Fleeting,,,,,,,,18213
SPG,SD794G,SD794,7,1,Home Signal,Approach Clear,,,,,,,,18214
SPG,SD794G,SD794,7,0,Home Signal,Route Set,,,,,,,,18215
SPG,T38T,T38,2,A,Track Circuit,Clear,,,,,,,,18125
SPG,T46T,T46,1,D,Track Circuit,Clear,,,,,,,,18106
SPG,T47AT,T47A,0,5,Track Circuit,Clear,,,,,,,,18098
SPG,T47T,T47,2,9,Track Circuit,Clear,,,,,,,,18126
SPG,T50T,T50,2,0,Track Circuit,Clear,,,,,,,,18135
SPG,T54T,T54,7,B,Track Circuit,Clear,,,,,,,,18204
SPG,T55T,T55,4,D,Track Circuit,Clear,,,,,,,,18154
SPG,T57T,T57,4,4,Track Circuit,Clear,,,,,,,,18163
SPG,T59T,T59,5,6,Track Circuit,Clear,,,,,,,,18177
SPG,T60T,T60,6,D,Track Circuit,Clear,,,,,,,,18186
SPG,T62T,T62,6,4,Track Circuit,Clear,,,,,,,,18195
SPG,T73AT,T73A,1,2,Track Circuit,Clear,,,,,,,,18117
SPG,T73T,T73,1,C,Track Circuit,Clear,,,,,,,,18107
SPG,T74T,T74,1,3,Track Circuit,Clear,,,,,,,,18116
SPG,TA38T,TA38,3,F,Track Circuit,Clear,,,,,,,,18136
SPG,TA46T,TA46,3,E,Track Circuit,Clear,,,,,,,,18137
SPG,TA59T,TA59,5,5,Track Circuit,Clear,,,,,,,,18178
SPG,TA60T,TA60,3,D,Track Circuit,Clear,,,,,,,,18138
SPG,TB46T,TB46,5,7,Track Circuit,Clear,,,,,,,,18176
SPG,TD771T,TD771,6,C,Track Circuit,Clear,,,,,,,,18187
SPG,TD787T,TD787,7,A,Track Circuit,Clear,,,,,,,,18205
SPG,TD788T,TD788,7,9,Track Circuit,Clear,,,,,,,,18206
SPG,TD794T,TD794,7,7,Track Circuit,Clear,,,,,,,,18208
SPG,,,1,8,Not Used,,,,,# Not Used,# Not Used,,,18111
SPG,,,4,9,Not Used,,,,,# Not Used,# Not Used,,,18158
SPG,,,4,0,Not Used,,,,,# Not Used,# Not Used,,,18167
SPG,,,5,8,Not Used,,,,,# Not Used,# Not Used,,,18175
SPT,EHUDRPX,EHUDR,0,0,Pedestrian Crossing,,,,,,,,,18231
SPT,S363G,S363,1,6,Auto Signal,Clear,,,,,,,,18241
SPT,S5G,S5,0,B,Auto Signal,Clear,,,,,,,,18220
SPT,S7T,S7,1,8,Track Circuit,Clear,,,,,,,,18239
SPT,SW309G,SW309,0,D,Auto Signal,Clear,,,,,,,,18218
SPT,SW310G,SW310,0,C,Auto Signal,Clear,,,,,,,,18219
SPT,SW318G,SW318,0,F,Auto Signal,Clear,,,,,,,,18216
SPT,SW319G,SW319,0,E,Auto Signal,Clear,,,,,,,,18217
SPT,SW340G,SW340,0,9,Auto Signal,Clear,,,,,,,,18222
SPT,SW341G,SW341,0,8,Auto Signal,Clear,,,,,,,,18223
SPT,SW348G,SW348,1,A,Auto Signal,Clear,,,,,,,,18237
SPT,SW353G,SW353,1,9,Auto Signal,Clear,,,,,,,,18238
SPT,SW356G,SW356,1,7,Auto Signal,Clear,,,,,,,,18240
SPT,SW363T,SW363,1,5,Track Circuit,Clear,,,,,,,,18242
SPT,SW364G,SW364,1,4,Auto Signal,Clear,,,,,,,,18243
SPT,SW371G,SW371,1,3,Auto Signal,Clear,,,,,,,,18244
SPT,T13T,T13,0,6,Track Circuit,Clear,,,,,,,,18225
SPT,T16T,T16,0,5,Track Circuit,Clear,,,,,,,,18226
SPT,T17T,T17,1,C,Track Circuit,Clear,,,,,,,,18235
SPT,T20T,T20,1,B,Track Circuit,Clear,,,,,,,,18236
SPT,T21T,T21,0,4,Track Circuit,Clear,,,,,,,,18227
SPT,T22T,T22,0,3,Track Circuit,Clear,,,,,,,,18228
SPT,T5T,T5,0,7,Track Circuit,Clear,,,,,,,,18224
SPT,T6T,T6,1,E,Track Circuit,Clear,,,,,,,,18233
SPT,T9T,T9,1,D,Track Circuit,Clear,,,,,,,,18234
SPT,TA21T,TA21,0,2,Track Circuit,Clear,,,,,,,,18229
SPT,TAW340T,TAW340,0,A,Track Circuit,Clear,,,,,,,,18221
SPT,TAW380T,TAW380,0,1,Track Circuit,Clear,,,,,,,,18230
SPT,TW329T,TW329,1,F,Track Circuit,Clear,,,,,,,,18232
SPT,,,1,2,Not Used,,,,,# Not Used,# Not Used,,,18245
SPT,,,1,1,Not Used,,,,,# Not Used,# Not Used,,,18246
SPT,,,1,0,Not Used,,,,,# Not Used,# Not Used,,,18247
SSB   ,C261IA,C261,2,11,Single Line Control,Control Received,SSN,,A,C261.CRP,261.CRP,,,10001
SSB   ,E200IA,E200,9,4,Special Object - 100,,SSN,,A,E200.ECP,E200.ECP,,,10120
SSB   ,E253IA,E253,9,3,Special Object - 501,,SSN,,A,E253.ISER,E253.ISER,,,10121
SSB   ,E255IA,E255,9,1,Special Object - 600,,SSN,,A,E255.EFR,E255.EFR,,,10123
SSB   ,E262IA,E262,9,2,Special Object - 601,,SSN,,A,E262.BF,E262.BF,,,10122
SSB   ,P201IA,P201,7,10,Points - Right Leg Normal (Connected Pair),Normal,SSN,,A,P201.NWCR,201.NWCR,,,10082
SSB   ,P201IA,P201,7,9,Points - Right Leg Normal (Connected Pair),Reverse,SSN,,A,P201.RWCR,201.RWCR,,,10083
SSB   ,P201IA,P201,7,8,Points - Right Leg Normal (Connected Pair),Locked,SSN,,A,P201.LRP,201.LRP,,,10084
SSB   ,P203IA,P203,7,7,Points - Left Leg Normal,Normal,SSS,,A,P203.NWCR,203.NWCR,,,9996
SSB   ,P203IA,P203,7,6,Points - Left Leg Normal,Reverse,SSS,,A,P203.RWCR,203.RWCR,,,9997
SSB   ,P203IA,P203,7,5,Points - Left Leg Normal,Locked,SSS,,A,P203.LRP,203.LRP,,,9998
SSB   ,P205IA,P205,7,4,Points - Right Leg Normal (Connected Pair),Normal,SSS,,A,P205.NWCR,205.NWCR,,,9999
SSB   ,P205IA,P205,7,3,Points - Right Leg Normal (Connected Pair),Reverse,SSS,,A,P205.RWCR,205.RWCR,,,10000
SSB   ,P205IA,P205,7,2,Points - Right Leg Normal (Connected Pair),Locked,SSS,,A,P205.LRP,205.LRP,,,10008
SSB   ,P206IA,P206,7,1,Points - Left Leg Normal (Connected Pair),Normal,SSS,,A,P206.NWCR,206.NWCR,,,10009
SSB   ,P206IA,P206,7,0,Points - Left Leg Normal (Connected Pair),Reverse,SSS,,A,P206.RWCR,206.RWCR,,,10010
SSB   ,P206IA,P206,8,15,Points - Left Leg Normal (Connected Pair),Locked,SSS,,A,P206.LRP,206.LRP,,,10011
SSB   ,S127IA,S127,10,13,Home Signal,Stop,SSS,,A,S127.NGP,127.NGP,,,10167
SSB   ,S127IA,S127,10,12,Home Signal,Low Speed,SSS,,A,#NA,#NA,,,10168
SSB   ,S127IA,S127,10,11,Home Signal,Clear,SSS,,A,S127.RGP,127.RGP,,,10169
SSB   ,S127IA,S127,10,10,Home Signal,Time Release,SSS,,A,S127.ASP,127.ASP,,,10170
SSB   ,S127IA,S127,10,9,Home Signal,Fleeting,SSS,,A,S127.AOR,127.AOR,,,10171
SSB   ,S127IA,S127,10,8,Home Signal,Approach Clear,SSS,,A,#NA,#NA,,,10172
SSB   ,S127IA,S127,10,7,Home Signal,Route Set,SSS,,A,S127.RIP,127.RIP,,,10173
SSB   ,S200IA,S200,1,15,Non Controlled Tunnel Signal,Stop,SSN,,A,S200.NGP,200.NGP,,,9981
SSB   ,S200IA,S200,1,14,Non Controlled Tunnel Signal,Clear,SSN,,A,S200.RGP,200.RGP,,,9982
SSB   ,S206IA,S206,1,13,Controlled Auto Signal,Stop,SSS,,A,S206.NGP,PS206.NGP,,,10181
SSB   ,S206IA,S206,1,12,Controlled Auto Signal,Clear,SSS,,A,S206.RGP,PS206.RGP,,,10182
SSB   ,S206IA,S206,1,11,Controlled Auto Signal,Time Release,SSS,,A,S206.ASP,PS206.ASP,,,10183
SSB   ,S206IA,S206,1,10,Controlled Auto Signal,Fleeting,SSS,,A,#NA,#NA,,,10184
SSB   ,S206IA,S206,1,9,Controlled Auto Signal,Approach Clear,SSS,,A,#NA,#NA,,,10191
SSB   ,S206IA,S206,1,8,Controlled Auto Signal,Route Set,SSS,,A,S206.RIP,PS206.RIP,,,10192
SSB   ,S207IA,S207,1,7,Controlled Auto Signal,Stop,SSS,,A,S207.NGP,PS207.NGP,,,10193
SSB   ,S207IA,S207,1,6,Controlled Auto Signal,Clear,SSS,,A,S207.RGP,PS207.RGP,,,10194
SSB   ,S207IA,S207,1,5,Controlled Auto Signal,Time Release,SSS,,A,S207.ASP,PS207.ASP,,,10195
SSB   ,S207IA,S207,1,4,Controlled Auto Signal,Fleeting,SSS,,A,#NA,#NA,,,10196
SSB   ,S207IA,S207,1,3,Controlled Auto Signal,Approach Clear,SSS,,A,#NA,#NA,,,10197
SSB   ,S207IA,S207,1,2,Controlled Auto Signal,Route Set,SSS,,A,S207.RIP,PS207.RIP,,,10198
SSB   ,S228IA,S228,1,1,Controlled Auto Signal,Stop,SSS,,A,S228.NGP,PS228.NGP,,,10199
SSB   ,S228IA,S228,1,0,Controlled Auto Signal,Clear,SSS,,A,S228.RGP,PS228.RGP,,,10200
SSB   ,S228IA,S228,2,15,Controlled Auto Signal,Time Release,SSS,,A,S228.ASP,PS228.ASP,,,10201
SSB   ,S228IA,S228,2,14,Controlled Auto Signal,Fleeting,SSS,,A,#NA,#NA,,,10202
SSB   ,S228IA,S228,2,13,Controlled Auto Signal,Approach Clear,SSS,,A,#NA,#NA,,,10203
SSB   ,S228IA,S228,2,12,Controlled Auto Signal,Route Set,SSS,,A,S228.RIP,PS228.RIP,,,10224
SSB   ,S280IA,S280,2,10,Controlled Auto Signal,Stop,SSN,,A,S280.NGP,PS280.NGP,,,10002
SSB   ,S280IA,S280,2,9,Controlled Auto Signal,Clear,SSN,,A,S280.RGP,PS280.RGP,,,10003
SSB   ,S280IA,S280,2,8,Controlled Auto Signal,Time Release,SSN,,A,#NA,#NA,,,10004
SSB   ,S280IA,S280,2,7,Controlled Auto Signal,Fleeting,SSN,,A,#NA,#NA,,,10005
SSB   ,S280IA,S280,2,6,Controlled Auto Signal,Approach Clear,SSN,,A,#NA,#NA,,,10006
SSB   ,S280IA,S280,2,5,Controlled Auto Signal,Route Set,SSN,,A,S280.RIP,PS280.RIP,,,10007
SSB   ,S281IA,S281,2,4,Controlled Auto Signal,Stop,SSS,,A,S281.NGP,PS281.NGP,,,10225
SSB   ,S281IA,S281,2,3,Controlled Auto Signal,Clear,SSS,,A,S281.RGP,PS281.RGP,,,10226
SSB   ,S281IA,S281,2,2,Controlled Auto Signal,Time Release,SSS,,A,S281.ASP,PS281.ASP,,,10227
SSB   ,S281IA,S281,2,1,Controlled Auto Signal,Fleeting,SSS,,A,#NA,#NA,,,10228
SSB   ,S281IA,S281,2,0,Controlled Auto Signal,Approach Clear,SSS,,A,#NA,#NA,,,10229
SSB   ,S281IA,S281,3,15,Controlled Auto Signal,Route Set,SSS,,A,S281.RIP,PS281.RIP,,,10230
SSB   ,S283IA,S283,3,13,Auto Signal,Clear,SSS,,A,S283.RGP,283.RGP,,,10015
SSB   ,S284IA,S284,3,11,Non Controlled Tunnel Signal,Stop,SSS,,A,S284.NGP,284.NGP,,,10017
SSB   ,S284IA,S284,3,10,Non Controlled Tunnel Signal,Clear,SSS,,A,S284.RGP,284.RGP,,,10018
SSB   ,S286IA,S286,3,7,Auto Signal,Clear,SSS,,A,S286.RGP,286.RGP,,,10021
SSB   ,S288IA,S288,3,6,Controlled Auto Signal,Stop,SSS,,A,S288.NGP,PS288.NGP,,,10231
SSB   ,S288IA,S288,3,5,Controlled Auto Signal,Clear,SSS,,A,S288.RGP,PS288.RGP,,,10232
SSB   ,S288IA,S288,3,4,Controlled Auto Signal,Time Release,SSS,,A,S288.ASP,PS288.ASP,,,10233
SSB   ,S288IA,S288,3,3,Controlled Auto Signal,Fleeting,SSS,,A,#NA,#NA,,,10234
SSB   ,S288IA,S288,3,2,Controlled Auto Signal,Approach Clear,SSS,,A,#NA,#NA,,,10235
SSB   ,S288IA,S288,3,1,Controlled Auto Signal,Route Set,SSS,,A,S288.RIP,PS288.RIP,,,10246
SSB   ,S300IA,S300,3,0,Home Signal,Stop,SSN,,A,S300.NGP,300.NGP,,,10028
SSB   ,S300IA,S300,4,15,Home Signal,Low Speed,SSN,,A,#NA,#NA,,,10029
SSB   ,S300IA,S300,4,14,Home Signal,Clear,SSN,,A,S300.RGP,300.RGP,,,10030
SSB   ,S300IA,S300,4,13,Home Signal,Time Release,SSN,,A,S300.ASP,300.ASP,,,10031
SSB   ,S300IA,S300,4,12,Home Signal,Fleeting,SSN,,A,S300.AOR,300.AOR,,,10032
SSB   ,S300IA,S300,4,11,Home Signal,Approach Clear,SSN,,A,#NA,#NA,,,10033
SSB   ,S300IA,S300,4,10,Home Signal,Route Set,SSN,,A,S300.RIP,300.RIP,,,10034
SSB   ,S301IA,S301,4,9,Home Signal,Stop,SSN,,A,S301.NGP,301.NGP,,,10035
SSB   ,S301IA,S301,4,8,Home Signal,Low Speed,SSN,,A,S301.CGR,301.CGR,,,10036
SSB   ,S301IA,S301,4,7,Home Signal,Clear,SSN,,A,S301.RGP,301.RGP,,,10037
SSB   ,S301IA,S301,4,6,Home Signal,Time Release,SSN,,A,S301.ASP,301.ASP,,,10038
SSB   ,S301IA,S301,4,5,Home Signal,Fleeting,SSN,,A,S301.AOR,301.AOR,,,10039
SSB   ,S301IA,S301,4,4,Home Signal,Approach Clear,SSN,,A,S301.CPBS,301.CPBS,,,10040
SSB   ,S301IA,S301,4,3,Home Signal,Route Set,SSN,,A,S301.RIP,301.RIP,,,10041
SSB   ,S302IA,S302,4,2,Home Signal,Stop,SSN,,A,S302.NGP,302.NGP,,,10042
SSB   ,S302IA,S302,4,1,Home Signal,Low Speed,SSN,,A,S302.CGR,302.CGR,,,10043
SSB   ,S302IA,S302,4,0,Home Signal,Clear,SSN,,A,S302.RGP,302.RGP,,,10044
